Sistema, Dia, Hora, Eolica, Fotovoltaica,  Biomasa, Carboelectrica, Ciclo Combinado, Combustion Interna, Geotermoelectrica, Hidroelectrica, Nucleoelectrica, Termica Convencional, Turbo Gas
SEN,1/1/2020,1," 2,063 ", -   , 27 ," 1,304 "," 15,893 ", 224 , 553 ," 1,009 "," 1,563 "," 1,804 "," 1,385 "
SEN,1/1/2020,2," 1,854 ", -   , 27 ," 1,124 "," 15,666 ", 214 , 554 , 831 ," 1,564 "," 1,796 "," 1,400 "
SEN,1/1/2020,3," 1,620 ", -   , 26 , 970 ," 15,262 ", 210 , 553 , 782 ," 1,564 "," 1,790 "," 1,401 "
SEN,1/1/2020,4," 1,617 ", -   , 26 , 968 ," 14,662 ", 207 , 553 , 679 ," 1,563 "," 1,785 "," 1,400 "
SEN,1/1/2020,5," 1,659 ", -   , 26 , 969 ," 14,167 ", 205 , 553 , 699 ," 1,564 "," 1,785 "," 1,382 "
SEN,1/1/2020,6," 1,500 ", -   , 27 , 973 ," 13,677 ", 211 , 553 , 994 ," 1,564 "," 1,786 "," 1,378 "
SEN,1/1/2020,7," 1,213 ", 0 , 28 , 970 ," 13,021 ", 213 , 553 ," 1,749 "," 1,565 "," 1,780 "," 1,377 "
SEN,1/1/2020,8," 1,124 ", 36 , 28 , 930 ," 12,711 ", 212 , 552 ," 1,558 "," 1,564 "," 1,681 "," 1,377 "
SEN,1/1/2020,9," 1,043 ", 317 , 27 , 899 ," 12,647 ", 215 , 552 ," 1,467 "," 1,565 "," 1,576 "," 1,380 "
SEN,1/1/2020,10," 1,190 ", 854 , 26 , 899 ," 12,609 ", 207 , 551 ," 1,360 "," 1,564 "," 1,552 "," 1,378 "
SEN,1/1/2020,11," 1,151 "," 1,376 ", 22 , 903 ," 12,727 ", 209 , 549 ," 1,555 "," 1,564 "," 1,570 "," 1,378 "
SEN,1/1/2020,12, 899 ," 1,571 ", 30 , 908 ," 13,607 ", 212 , 545 ," 1,355 "," 1,563 "," 1,572 "," 1,377 "
SEN,1/1/2020,13, 617 ," 1,702 ", 29 , 906 ," 14,380 ", 206 , 544 ," 1,322 "," 1,563 "," 1,568 "," 1,372 "
SEN,1/1/2020,14, 541 ," 1,655 ", 29 , 911 ," 14,863 ", 206 , 543 , 808 ," 1,562 "," 1,589 "," 1,370 "
SEN,1/1/2020,15, 784 ," 1,523 ", 27 , 910 ," 15,057 ", 224 , 542 , 632 ," 1,562 "," 1,590 "," 1,366 "
SEN,1/1/2020,16," 1,118 "," 1,341 ", 25 , 917 ," 14,900 ", 225 , 542 , 778 ," 1,561 "," 1,601 "," 1,365 "
SEN,1/1/2020,17," 1,048 ", 973 , 26 , 974 ," 15,246 ", 229 , 542 , 994 ," 1,562 "," 1,596 "," 1,370 "
SEN,1/1/2020,18, 953 , 429 , 29 ," 1,062 "," 16,136 ", 236 , 544 ," 1,273 "," 1,562 "," 1,622 "," 1,380 "
SEN,1/1/2020,19," 1,109 ", 24 , 28 ," 1,225 "," 18,141 ", 236 , 544 ," 1,835 "," 1,562 "," 1,727 "," 1,477 "
SEN,1/1/2020,20," 1,257 ", 0 , 27 ," 1,226 "," 18,652 ", 235 , 545 ," 2,763 "," 1,559 "," 1,734 "," 1,511 "
SEN,1/1/2020,21," 1,243 ", -   , 28 ," 1,219 "," 18,639 ", 242 , 545 ," 2,817 "," 1,557 "," 1,722 "," 1,506 "
SEN,1/1/2020,22," 1,230 ", -   , 28 ," 1,232 "," 18,415 ", 239 , 545 ," 2,335 "," 1,557 "," 1,732 "," 1,508 "
SEN,1/1/2020,23," 1,325 ", -   , 28 ," 1,241 "," 17,784 ", 240 , 544 ," 1,798 "," 1,558 "," 1,686 "," 1,482 "
SEN,1/1/2020,24," 1,092 ", -   , 28 ," 1,239 "," 17,176 ", 226 , 545 ," 1,613 "," 1,559 "," 1,556 "," 1,390 "
SEN,2/1/2020,1, 922 , -   , 20 ," 1,237 "," 16,440 ", 208 , 592 , 948 ," 1,559 "," 1,482 "," 1,359 "
SEN,2/1/2020,2, 969 , -   , 20 ," 1,238 "," 15,636 ", 207 , 599 , 938 ," 1,560 "," 1,469 "," 1,358 "
SEN,2/1/2020,3, 963 , -   , 16 ," 1,241 "," 15,087 ", 205 , 601 , 912 ," 1,561 "," 1,477 "," 1,364 "
SEN,2/1/2020,4, 929 , -   , 14 ," 1,234 "," 14,760 ", 201 , 601 , 784 ," 1,561 "," 1,509 "," 1,365 "
SEN,2/1/2020,5, 994 , -   , 15 ," 1,240 "," 15,004 ", 200 , 602 , 750 ," 1,561 "," 1,473 "," 1,349 "
SEN,2/1/2020,6," 1,191 ", -   , 14 ," 1,238 "," 15,415 ", 204 , 603 , 983 ," 1,562 "," 1,511 "," 1,347 "
SEN,2/1/2020,7," 1,273 ", 1 , 5 ," 1,244 "," 16,547 ", 212 , 604 ," 1,263 "," 1,562 "," 1,579 "," 1,436 "
SEN,2/1/2020,8," 1,290 ", 39 , 3 ," 1,238 "," 17,846 ", 222 , 601 ," 1,322 "," 1,562 "," 1,667 "," 1,437 "
SEN,2/1/2020,9," 1,382 ", 477 , 4 ," 1,236 "," 18,582 ", 218 , 600 ," 1,294 "," 1,563 "," 2,009 "," 1,450 "
SEN,2/1/2020,10," 1,653 "," 1,490 ", 4 ," 1,237 "," 18,739 ", 215 , 595 ," 1,166 "," 1,562 "," 2,237 "," 1,455 "
SEN,2/1/2020,11," 2,021 "," 2,229 ", 4 ," 1,241 "," 18,582 ", 207 , 582 ," 1,034 "," 1,562 "," 2,357 "," 1,451 "
SEN,2/1/2020,12," 2,384 "," 2,536 ", 6 ," 1,245 "," 18,772 ", 209 , 548 , 974 ," 1,561 "," 2,406 "," 1,444 "
SEN,2/1/2020,13," 2,635 "," 2,871 ", 20 ," 1,240 "," 18,651 ", 199 , 544 , 915 ," 1,561 "," 2,449 "," 1,456 "
SEN,2/1/2020,14," 2,470 "," 3,026 ", 17 ," 1,236 "," 18,519 ", 217 , 552 ," 1,075 "," 1,560 "," 2,452 "," 1,439 "
SEN,2/1/2020,15," 2,505 "," 2,997 ", 17 ," 1,226 "," 18,490 ", 221 , 599 ," 1,142 "," 1,558 "," 2,346 "," 1,450 "
SEN,2/1/2020,16," 2,527 "," 2,922 ", 26 ," 1,241 "," 18,502 ", 234 , 600 ," 1,196 "," 1,553 "," 2,372 "," 1,461 "
SEN,2/1/2020,17," 2,281 "," 2,377 ", 27 ," 1,236 "," 19,146 ", 243 , 601 ," 1,294 "," 1,551 "," 2,433 "," 1,489 "
SEN,2/1/2020,18," 1,854 ", 910 , 23 ," 1,240 "," 20,205 ", 270 , 562 ," 2,049 "," 1,552 "," 2,481 "," 1,553 "
SEN,2/1/2020,19," 1,512 ", 38 , 27 ," 1,284 "," 21,222 ", 343 , 539 ," 3,265 "," 1,553 "," 2,825 "," 1,619 "
SEN,2/1/2020,20," 1,159 ", 0 , 26 ," 1,670 "," 21,543 ", 318 , 594 ," 3,824 "," 1,554 "," 2,902 "," 1,670 "
SEN,2/1/2020,21, 975 , -   , 27 ," 1,783 "," 21,475 ", 318 , 598 ," 3,689 "," 1,555 "," 3,001 "," 1,665 "
SEN,2/1/2020,22," 1,017 ", -   , 27 ," 1,645 "," 21,277 ", 316 , 596 ," 2,997 "," 1,556 "," 3,000 "," 1,657 "
SEN,2/1/2020,23," 1,319 ", -   , 28 ," 1,565 "," 20,733 ", 325 , 597 ," 2,228 "," 1,556 "," 2,963 "," 1,596 "
SEN,2/1/2020,24," 1,413 ", -   , 27 ," 1,545 "," 20,600 ", 239 , 595 ," 1,576 "," 1,558 "," 2,888 "," 1,367 "
SEN,3/1/2020,1," 1,275 ", -   , 26 ," 1,264 "," 19,950 ", 220 , 604 , 944 ," 1,559 "," 2,685 "," 1,390 "
SEN,3/1/2020,2," 1,555 ", -   , 26 ," 1,229 "," 19,125 ", 211 , 605 , 891 ," 1,560 "," 2,187 "," 1,390 "
SEN,3/1/2020,3," 1,877 ", -   , 27 ," 1,242 "," 18,043 ", 209 , 606 , 890 ," 1,561 "," 2,071 "," 1,385 "
SEN,3/1/2020,4," 1,955 ", -   , 28 ," 1,247 "," 17,285 ", 209 , 607 ," 1,265 "," 1,561 "," 2,083 "," 1,386 "
SEN,3/1/2020,5," 2,140 ", -   , 26 ," 1,244 "," 17,349 ", 209 , 606 , 864 ," 1,563 "," 2,063 "," 1,385 "
SEN,3/1/2020,6," 2,259 ", -   , 26 ," 1,243 "," 17,544 ", 212 , 607 , 960 ," 1,563 "," 2,072 "," 1,385 "
SEN,3/1/2020,7," 2,394 ", 0 , 20 ," 1,240 "," 18,119 ", 226 , 606 ," 1,229 "," 1,563 "," 2,117 "," 1,251 "
SEN,3/1/2020,8," 2,311 ", 55 , 23 ," 1,240 "," 18,829 ", 232 , 606 ," 1,404 "," 1,563 "," 2,328 "," 1,207 "
SEN,3/1/2020,9," 2,373 "," 1,027 ", 24 ," 1,237 "," 18,721 ", 225 , 607 ," 1,365 "," 1,563 "," 2,588 "," 1,188 "
SEN,3/1/2020,10," 2,405 "," 2,583 ", 27 ," 1,235 "," 18,504 ", 231 , 597 ," 1,178 "," 1,563 "," 2,631 "," 1,279 "
SEN,3/1/2020,11," 2,541 "," 3,147 ", 20 ," 1,236 "," 18,105 ", 220 , 576 ," 1,276 "," 1,563 "," 2,693 "," 1,503 "
SEN,3/1/2020,12," 2,855 "," 3,376 ", 28 ," 1,243 "," 18,280 ", 212 , 574 ," 1,036 "," 1,562 "," 2,721 "," 1,498 "
SEN,3/1/2020,13," 3,007 "," 3,588 ", 28 ," 1,240 "," 18,034 ", 223 , 573 ," 1,143 "," 1,561 "," 2,714 "," 1,482 "
SEN,3/1/2020,14," 3,068 "," 3,608 ", 26 ," 1,240 "," 17,950 ", 225 , 572 ," 1,157 "," 1,561 "," 2,704 "," 1,474 "
SEN,3/1/2020,15," 3,234 "," 3,601 ", 24 ," 1,238 "," 17,912 ", 217 , 573 ," 1,063 "," 1,561 "," 2,625 "," 1,490 "
SEN,3/1/2020,16," 3,091 "," 3,528 ", 23 ," 1,248 "," 18,085 ", 219 , 573 ," 1,159 "," 1,562 "," 2,558 "," 1,485 "
SEN,3/1/2020,17," 2,723 "," 3,082 ", 24 ," 1,244 "," 18,107 ", 233 , 573 ," 1,757 "," 1,562 "," 2,671 "," 1,628 "
SEN,3/1/2020,18," 2,382 "," 1,241 ", 26 ," 1,435 "," 19,147 ", 246 , 573 ," 2,405 "," 1,562 "," 2,846 "," 1,754 "
SEN,3/1/2020,19," 2,134 ", 41 , 26 ," 1,697 "," 20,385 ", 288 , 574 ," 3,336 "," 1,563 "," 3,063 "," 1,861 "
SEN,3/1/2020,20," 1,927 ", 0 , 26 ," 1,773 "," 20,910 ", 350 , 575 ," 3,955 "," 1,563 "," 3,143 "," 1,871 "
SEN,3/1/2020,21," 1,781 ", -   , 21 ," 1,751 "," 20,824 ", 356 , 575 ," 3,741 "," 1,564 "," 3,142 "," 1,860 "
SEN,3/1/2020,22," 1,621 ", -   , 23 ," 1,746 "," 20,756 ", 356 , 578 ," 3,003 "," 1,564 "," 3,105 "," 1,786 "
SEN,3/1/2020,23," 2,181 ", -   , 23 ," 1,766 "," 20,501 ", 349 , 604 ," 2,234 "," 1,563 "," 2,784 "," 1,549 "
SEN,3/1/2020,24," 2,774 ", -   , 27 ," 1,739 "," 19,993 ", 244 , 613 ," 1,282 "," 1,563 "," 2,541 "," 1,479 "
SEN,4/1/2020,1," 3,156 ", -   , 26 ," 1,371 "," 18,987 ", 244 , 615 , 792 ," 1,564 "," 2,070 "," 1,440 "
SEN,4/1/2020,2," 3,614 ", -   , 27 ," 1,238 "," 18,200 ", 232 , 617 , 724 ," 1,564 "," 1,601 "," 1,440 "
SEN,4/1/2020,3," 3,687 ", -   , 29 ," 1,241 "," 17,323 ", 233 , 617 , 703 ," 1,564 "," 1,450 "," 1,441 "
SEN,4/1/2020,4," 3,676 ", -   , 28 ," 1,242 "," 16,952 ", 230 , 617 , 679 ," 1,565 "," 1,416 "," 1,438 "
SEN,4/1/2020,5," 3,570 ", -   , 29 ," 1,241 "," 16,801 ", 229 , 618 , 683 ," 1,565 "," 1,407 "," 1,438 "
SEN,4/1/2020,6," 3,468 ", -   , 27 ," 1,240 "," 17,120 ", 230 , 618 , 811 ," 1,565 "," 1,416 "," 1,443 "
SEN,4/1/2020,7," 3,284 ", 0 , 20 ," 1,250 "," 17,726 ", 235 , 618 ," 1,025 "," 1,565 "," 1,413 "," 1,446 "
SEN,4/1/2020,8," 2,956 ", 66 , 17 ," 1,246 "," 18,339 ", 251 , 617 ," 1,351 "," 1,566 "," 1,411 "," 1,453 "
SEN,4/1/2020,9," 2,684 "," 1,031 ", 25 ," 1,248 "," 18,572 ", 250 , 618 ," 1,199 "," 1,566 "," 1,411 "," 1,488 "
SEN,4/1/2020,10," 2,105 "," 2,659 ", 24 ," 1,250 "," 18,779 ", 243 , 616 ," 1,201 "," 1,566 "," 1,405 "," 1,551 "
SEN,4/1/2020,11," 1,711 "," 3,474 ", 20 ," 1,253 "," 19,071 ", 235 , 615 , 976 ," 1,566 "," 1,406 "," 1,523 "
SEN,4/1/2020,12," 1,504 "," 3,678 ", 17 ," 1,254 "," 19,357 ", 243 , 593 ," 1,139 "," 1,566 "," 1,400 "," 1,455 "
SEN,4/1/2020,13," 1,458 "," 3,668 ", 16 ," 1,248 "," 19,263 ", 244 , 590 ," 1,401 "," 1,566 "," 1,399 "," 1,446 "
SEN,4/1/2020,14," 1,421 "," 3,652 ", 26 ," 1,245 "," 19,121 ", 246 , 599 ," 1,296 "," 1,566 "," 1,388 "," 1,442 "
SEN,4/1/2020,15," 1,598 "," 3,707 ", 20 ," 1,250 "," 18,472 ", 250 , 610 ," 1,211 "," 1,567 "," 1,379 "," 1,442 "
SEN,4/1/2020,16," 1,763 "," 3,699 ", 26 ," 1,238 "," 18,237 ", 254 , 611 , 983 ," 1,566 "," 1,393 "," 1,444 "
SEN,4/1/2020,17," 1,962 "," 3,253 ", 24 ," 1,252 "," 18,127 ", 261 , 614 , 910 ," 1,566 "," 1,422 "," 1,511 "
SEN,4/1/2020,18," 2,005 "," 1,300 ", 25 ," 1,251 "," 19,826 ", 264 , 615 ," 1,331 "," 1,566 "," 1,659 "," 1,552 "
SEN,4/1/2020,19," 2,090 ", 45 , 24 ," 1,353 "," 21,329 ", 277 , 609 ," 2,550 "," 1,567 "," 1,900 "," 1,577 "
SEN,4/1/2020,20," 2,386 ", 0 , 24 ," 1,369 "," 21,298 ", 275 , 589 ," 2,756 "," 1,567 "," 1,932 "," 1,541 "
SEN,4/1/2020,21," 2,853 ", 0 , 25 ," 1,283 "," 20,920 ", 276 , 592 ," 2,160 "," 1,566 "," 1,973 "," 1,527 "
SEN,4/1/2020,22," 3,086 ", 0 , 25 ," 1,251 "," 20,299 ", 274 , 592 ," 1,964 "," 1,566 "," 1,934 "," 1,458 "
SEN,4/1/2020,23," 3,167 ", 0 , 26 ," 1,254 "," 19,807 ", 272 , 592 ," 1,851 "," 1,566 "," 1,826 "," 1,453 "
SEN,4/1/2020,24," 3,085 ", 0 , 27 ," 1,262 "," 18,848 ", 256 , 591 ," 1,370 "," 1,566 "," 1,586 "," 1,451 "
SEN,5/1/2020,1," 3,070 ", 0 , 27 ," 1,248 "," 17,875 ", 247 , 564 , 857 ," 1,567 "," 1,548 "," 1,466 "
SEN,5/1/2020,2," 3,089 ", 0 , 27 ," 1,243 "," 16,645 ", 230 , 587 , 792 ," 1,567 "," 1,442 "," 1,471 "
SEN,5/1/2020,3," 3,223 ", -   , 27 ," 1,239 "," 15,823 ", 229 , 587 , 698 ," 1,567 "," 1,428 "," 1,475 "
SEN,5/1/2020,4," 3,104 ", -   , 27 ," 1,242 "," 15,378 ", 230 , 588 , 765 ," 1,567 "," 1,429 "," 1,473 "
SEN,5/1/2020,5," 3,017 ", -   , 27 ," 1,243 "," 15,153 ", 228 , 588 , 829 ," 1,567 "," 1,431 "," 1,475 "
SEN,5/1/2020,6," 2,962 ", -   , 23 ," 1,236 "," 15,193 ", 230 , 587 , 886 ," 1,568 "," 1,427 "," 1,475 "
SEN,5/1/2020,7," 2,878 ", 0 , 17 ," 1,245 "," 15,347 ", 231 , 588 , 993 ," 1,568 "," 1,437 "," 1,477 "
SEN,5/1/2020,8," 2,803 ", 84 , 24 ," 1,243 "," 15,284 ", 230 , 587 , 927 ," 1,569 "," 1,434 "," 1,479 "
SEN,5/1/2020,9," 2,588 "," 1,200 ", 23 ," 1,242 "," 15,200 ", 238 , 587 , 738 ," 1,533 "," 1,415 "," 1,490 "
SEN,5/1/2020,10," 2,326 "," 2,913 ", 22 ," 1,247 "," 14,825 ", 245 , 584 , 682 ," 1,321 "," 1,391 "," 1,486 "
SEN,5/1/2020,11," 2,309 "," 3,651 ", 26 ," 1,241 "," 14,911 ", 246 , 580 , 752 ," 1,278 "," 1,378 "," 1,480 "
SEN,5/1/2020,12," 2,412 "," 3,714 ", 24 ," 1,255 "," 14,674 ", 246 , 580 , 908 ," 1,278 "," 1,383 "," 1,479 "
SEN,5/1/2020,13," 2,286 "," 3,631 ", 25 ," 1,265 "," 14,960 ", 248 , 580 ," 1,099 "," 1,272 "," 1,391 "," 1,476 "
SEN,5/1/2020,14," 2,230 "," 3,693 ", 28 ," 1,243 "," 14,991 ", 244 , 580 , 998 ," 1,261 "," 1,407 "," 1,474 "
SEN,5/1/2020,15," 2,264 "," 3,698 ", 29 ," 1,243 "," 14,970 ", 247 , 572 , 785 ," 1,286 "," 1,451 "," 1,474 "
SEN,5/1/2020,16," 2,343 "," 3,638 ", 28 ," 1,237 "," 14,744 ", 251 , 568 , 676 ," 1,451 "," 1,510 "," 1,442 "
SEN,5/1/2020,17," 2,295 "," 3,210 ", 29 ," 1,247 "," 15,047 ", 258 , 571 , 818 ," 1,513 "," 1,586 "," 1,506 "
SEN,5/1/2020,18," 2,484 "," 1,265 ", 28 ," 1,432 "," 16,427 ", 290 , 572 ," 1,366 "," 1,534 "," 1,683 "," 1,560 "
SEN,5/1/2020,19," 2,950 ", 50 , 28 ," 1,555 "," 18,513 ", 279 , 573 ," 1,905 "," 1,545 "," 1,875 "," 1,607 "
SEN,5/1/2020,20," 3,530 ", 0 , 28 ," 1,282 "," 19,389 ", 284 , 576 ," 2,766 "," 1,552 "," 1,865 "," 1,609 "
SEN,5/1/2020,21," 3,664 ", 0 , 28 ," 1,243 "," 19,096 ", 331 , 579 ," 2,668 "," 1,558 "," 1,853 "," 1,556 "
SEN,5/1/2020,22," 3,668 ", 0 , 28 ," 1,247 "," 18,544 ", 399 , 583 ," 2,487 "," 1,562 "," 1,863 "," 1,563 "
SEN,5/1/2020,23," 3,628 ", 0 , 27 ," 1,241 "," 17,257 ", 379 , 584 ," 2,420 "," 1,564 "," 1,750 "," 1,564 "
SEN,5/1/2020,24," 3,580 ", 0 , 28 ," 1,245 "," 16,558 ", 357 , 584 ," 1,816 "," 1,566 "," 1,601 "," 1,533 "
SEN,6/1/2020,1," 3,565 ", 0 , 28 ," 1,243 "," 16,095 ", 245 , 585 , 879 ," 1,567 "," 1,589 "," 1,452 "
SEN,6/1/2020,2," 3,498 ", 0 , 27 ," 1,246 "," 15,298 ", 226 , 585 , 768 ," 1,566 "," 1,592 "," 1,440 "
SEN,6/1/2020,3," 3,407 ", -   , 27 ," 1,254 "," 14,848 ", 223 , 584 , 713 ," 1,566 "," 1,575 "," 1,443 "
SEN,6/1/2020,4," 3,299 ", -   , 27 ," 1,263 "," 14,581 ", 221 , 586 , 707 ," 1,565 "," 1,553 "," 1,446 "
SEN,6/1/2020,5," 3,235 ", -   , 27 ," 1,259 "," 14,749 ", 223 , 586 , 813 ," 1,564 "," 1,598 "," 1,449 "
SEN,6/1/2020,6," 3,211 ", -   , 28 ," 1,257 "," 15,305 ", 231 , 586 ," 1,126 "," 1,564 "," 1,624 "," 1,446 "
SEN,6/1/2020,7," 3,152 ", 0 , 27 ," 1,258 "," 16,705 ", 261 , 586 ," 1,429 "," 1,563 "," 1,647 "," 1,459 "
SEN,6/1/2020,8," 3,091 ", 74 , 28 ," 1,254 "," 18,038 ", 322 , 587 ," 1,480 "," 1,562 "," 1,775 "," 1,534 "
SEN,6/1/2020,9," 2,968 "," 1,166 ", 25 ," 1,254 "," 18,892 ", 331 , 579 ," 1,385 "," 1,566 "," 1,779 "," 1,531 "
SEN,6/1/2020,10," 2,673 "," 2,842 ", 29 ," 1,259 "," 18,959 ", 241 , 573 ," 1,329 "," 1,568 "," 1,718 "," 1,554 "
SEN,6/1/2020,11," 2,841 "," 3,563 ", 27 ," 1,263 "," 18,880 ", 228 , 569 ," 1,484 "," 1,568 "," 1,629 "," 1,565 "
SEN,6/1/2020,12," 3,084 "," 3,627 ", 27 ," 1,266 "," 19,277 ", 233 , 573 ," 1,168 "," 1,567 "," 1,678 "," 1,537 "
SEN,6/1/2020,13," 3,222 "," 3,551 ", 26 ," 1,258 "," 19,305 ", 244 , 570 ," 1,330 "," 1,565 "," 1,717 "," 1,467 "
SEN,6/1/2020,14," 3,159 "," 3,388 ", 26 ," 1,247 "," 19,454 ", 243 , 572 ," 1,636 "," 1,562 "," 1,700 "," 1,465 "
SEN,6/1/2020,15," 2,998 "," 3,508 ", 25 ," 1,247 "," 19,344 ", 245 , 575 ," 1,717 "," 1,559 "," 1,722 "," 1,471 "
SEN,6/1/2020,16," 2,891 "," 3,304 ", 29 ," 1,246 "," 19,695 ", 263 , 574 ," 1,508 "," 1,556 "," 1,852 "," 1,457 "
SEN,6/1/2020,17," 2,733 "," 2,701 ", 28 ," 1,344 "," 20,232 ", 308 , 575 ," 1,495 "," 1,556 "," 1,951 "," 1,521 "
SEN,6/1/2020,18," 2,500 "," 1,098 ", 28 ," 1,834 "," 21,034 ", 383 , 579 ," 1,744 "," 1,557 "," 2,082 "," 1,580 "
SEN,6/1/2020,19," 2,581 ", 44 , 27 ," 1,986 "," 21,791 ", 391 , 581 ," 2,826 "," 1,556 "," 2,193 "," 1,606 "
SEN,6/1/2020,20," 2,811 ", 0 , 20 ," 2,082 "," 21,818 ", 390 , 584 ," 3,290 "," 1,556 "," 2,316 "," 1,592 "
SEN,6/1/2020,21," 2,960 ", -   , 20 ," 1,834 "," 21,897 ", 391 , 585 ," 2,834 "," 1,557 "," 2,318 "," 1,580 "
SEN,6/1/2020,22," 2,823 ", -   , 26 ," 1,554 "," 21,491 ", 391 , 587 ," 2,542 "," 1,558 "," 2,228 "," 1,472 "
SEN,6/1/2020,23," 2,690 ", -   , 21 ," 1,562 "," 21,100 ", 376 , 588 ," 2,015 "," 1,559 "," 2,081 "," 1,467 "
SEN,6/1/2020,24," 2,452 ", -   , 21 ," 1,298 "," 20,973 ", 366 , 590 ," 1,400 "," 1,561 "," 1,904 "," 1,461 "
SEN,7/1/2020,1," 2,340 ", -   , 27 ," 1,243 "," 20,276 ", 355 , 589 , 972 ," 1,562 "," 1,648 "," 1,460 "
SEN,7/1/2020,2," 2,394 ", -   , 27 ," 1,242 "," 19,359 ", 248 , 588 , 934 ," 1,562 "," 1,506 "," 1,472 "
SEN,7/1/2020,3," 2,676 ", -   , 28 ," 1,248 "," 18,289 ", 238 , 589 , 941 ," 1,561 "," 1,389 "," 1,475 "
SEN,7/1/2020,4," 3,124 ", -   , 27 ," 1,246 "," 17,605 ", 236 , 589 , 940 ," 1,560 "," 1,372 "," 1,475 "
SEN,7/1/2020,5," 3,424 ", -   , 26 ," 1,235 "," 17,486 ", 236 , 589 , 870 ," 1,560 "," 1,416 "," 1,474 "
SEN,7/1/2020,6," 3,804 ", -   , 25 ," 1,241 "," 17,596 ", 242 , 590 , 862 ," 1,560 "," 1,477 "," 1,475 "
SEN,7/1/2020,7," 3,858 ", 0 , 25 ," 1,240 "," 18,514 ", 246 , 589 ," 1,264 "," 1,560 "," 1,490 "," 1,494 "
SEN,7/1/2020,8," 3,976 ", 47 , 20 ," 1,247 "," 19,169 ", 241 , 588 ," 1,545 "," 1,560 "," 1,517 "," 1,510 "
SEN,7/1/2020,9," 3,958 ", 735 , 4 ," 1,244 "," 19,715 ", 241 , 587 ," 1,498 "," 1,563 "," 1,509 "," 1,511 "
SEN,7/1/2020,10," 3,725 "," 2,154 ", 3 ," 1,245 "," 19,568 ", 241 , 584 ," 1,642 "," 1,566 "," 1,498 "," 1,503 "
SEN,7/1/2020,11," 3,606 "," 3,160 ", 8 ," 1,249 "," 19,290 ", 238 , 580 ," 1,727 "," 1,567 "," 1,493 "," 1,492 "
SEN,7/1/2020,12," 3,549 "," 3,371 ", 7 ," 1,253 "," 19,462 ", 237 , 578 ," 1,655 "," 1,565 "," 1,492 "," 1,477 "
SEN,7/1/2020,13," 3,452 "," 3,509 ", 15 ," 1,254 "," 19,824 ", 231 , 503 ," 1,467 "," 1,564 "," 1,492 "," 1,481 "
SEN,7/1/2020,14," 3,300 "," 3,543 ", 19 ," 1,246 "," 20,087 ", 219 , 507 ," 1,371 "," 1,564 "," 1,500 "," 1,499 "
SEN,7/1/2020,15," 3,239 "," 3,468 ", 21 ," 1,206 "," 20,421 ", 225 , 509 ," 1,239 "," 1,564 "," 1,512 "," 1,482 "
SEN,7/1/2020,16," 3,339 "," 3,248 ", 18 ," 1,086 "," 20,599 ", 241 , 535 ," 1,171 "," 1,564 "," 1,625 "," 1,479 "
SEN,7/1/2020,17," 3,428 "," 2,811 ", 25 ," 1,057 "," 20,840 ", 267 , 562 ," 1,196 "," 1,564 "," 1,785 "," 1,567 "
SEN,7/1/2020,18," 3,543 "," 1,135 ", 23 ," 1,057 "," 21,377 ", 288 , 575 ," 2,279 "," 1,565 "," 1,810 "," 1,628 "
SEN,7/1/2020,19," 3,691 ", 50 , 24 ," 1,336 "," 22,401 ", 294 , 577 ," 2,753 "," 1,566 "," 1,934 "," 1,663 "
SEN,7/1/2020,20," 3,740 ", 0 , 23 ," 1,520 "," 22,860 ", 298 , 578 ," 3,141 "," 1,566 "," 2,072 "," 1,652 "
SEN,7/1/2020,21," 3,612 ", 0 , 24 ," 1,556 "," 22,715 ", 295 , 577 ," 3,106 "," 1,567 "," 1,967 "," 1,645 "
SEN,7/1/2020,22," 3,619 ", 0 , 25 ," 1,373 "," 22,117 ", 292 , 582 ," 2,536 "," 1,566 "," 1,913 "," 1,530 "
SEN,7/1/2020,23," 3,496 ", 0 , 24 ," 1,234 "," 21,592 ", 275 , 583 ," 1,989 "," 1,566 "," 1,732 "," 1,507 "
SEN,7/1/2020,24," 3,323 ", 0 , 17 ," 1,218 "," 20,662 ", 262 , 583 ," 1,574 "," 1,565 "," 1,668 "," 1,484 "
SEN,8/1/2020,1," 3,109 ", 0 , 16 ," 1,231 "," 19,407 ", 245 , 585 ," 1,208 "," 1,566 "," 1,588 "," 1,466 "
SEN,8/1/2020,2," 2,876 ", 0 , 14 ," 1,233 "," 18,746 ", 240 , 585 , 976 ," 1,567 "," 1,499 "," 1,462 "
SEN,8/1/2020,3," 2,820 ", -   , 22 ," 1,237 "," 17,980 ", 241 , 586 ," 1,014 "," 1,567 "," 1,387 "," 1,465 "
SEN,8/1/2020,4," 2,762 ", -   , 24 ," 1,235 "," 17,748 ", 240 , 586 ," 1,093 "," 1,566 "," 1,364 "," 1,463 "
SEN,8/1/2020,5," 2,738 ", -   , 25 ," 1,235 "," 17,924 ", 240 , 587 ," 1,211 "," 1,566 "," 1,360 "," 1,463 "
SEN,8/1/2020,6," 2,811 ", -   , 24 ," 1,242 "," 18,752 ", 243 , 587 ," 1,346 "," 1,566 "," 1,371 "," 1,466 "
SEN,8/1/2020,7," 2,734 ", 1 , 26 ," 1,236 "," 20,281 ", 246 , 586 ," 1,610 "," 1,567 "," 1,348 "," 1,473 "
